#FILE:                       ,Char_NF_reground_2_11_10.dsu  ,,,,,,,,,,,
#FORMAT:                     ,NETZSCH5                      ,,,,,,,,,,,
#IDENTITY:                   ,Char NF                       ,,,,,,,,,,,
#DECIMAL:                    ,POINT                         ,,,,,,,,,,,
#SEPARATOR:                  ,COMMA                         ,,,,,,,,,,,
#MTYPE:                      ,DTA                           ,,,,,,,,,,,
#MSUBTYPE:                   ,                              ,,,,,,,,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C             ,,,,,,,,,,,
#PROJECT:                    ,Torrefaction                  ,,,,,,,,,,,
#DATE/TIME:                  ,02/11/2010 12:33,,,,,,,,,,,
#CORR. FILE:                 ,buoyancy_drying_13_10_10.bsu  ,,,,,,,,,,,
#LABORATORY:                 ,Sustainable Research Energ    ,,,,,,,,,,,
#OPERATOR:                   ,A Saddawi                     ,,,,,,,,,,,
#REMARK:                     ,                              ,,,,,,,,,,,
#SAMPLE:                     ,nonisoth oxid with init drying,,,,,,,,,,,
#SAMPLE MASS /mg:            ,9.98,,,,,,,,,,,
#MATERIAL:                   ,char                          ,,,,,,,,,,,
#REFERENCE:                  ,Alumina                       ,,,,,,,,,,,
#REFERENCE MASS /mg:         ,0,,,,,,,,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3         ,,,,,,,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,,,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,,,,,,,
#CORR. CODE:                 ,20,,,,,,,,,,,
#EXO:                        ,-1,,,,,,,,,,,
#RANGE:                      ,30.0....900.0/0.0....10.0K/min,,,,,,,,,,,
#SEGMENT:                    ,S1-4/4                        ,,,,,,,,,,,
,,,,,,,,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,DTG/(%/min),Sensit./(æV/mW),Segment,,,,,,
501.69699,67.21,-25.12029,58.22345,-5.41052,0.30079,4,,,,,,
501.79401,67.22,-25.13237,58.17034,-5.42735,0.30079,4,,,,,,
501.89899,67.23,-25.139,58.11222,-5.41941,0.3008,4,,,,,,
502.00299,67.24,-25.1544,58.05812,-5.38732,0.3008,4,,,,,,
502.10501,67.25,-25.16522,58.00401,-5.34892,0.30081,4,,,,,,
502.20401,67.26,-25.17854,57.95491,-5.32177,0.30081,4,,,,,,
502.29999,67.27,-25.18729,57.9008,-5.31403,0.30082,4,,,,,,
502.39801,67.28,-25.20229,57.84569,-5.32981,0.30082,4,,,,,,
502.49399,67.29,-25.20855,57.79258,-5.37508,0.30083,4,,,,,,
502.60501,67.3,-25.21978,57.74248,-5.45065,0.30083,4,,,,,,
502.69699,67.31,-25.23063,57.68938,-5.53722,0.30084,4,,,,,,
502.79199,67.32,-25.2419,57.63026,-5.59393,0.30084,4,,,,,,
502.892,67.33,-25.25482,57.57014,-5.58389,0.30085,4,,,,,,
502.98901,67.34,-25.2665,57.51202,-5.50476,0.30085,4,,,,,,
503.09799,67.35,-25.27564,57.45892,-5.39645,0.30086,4,,,,,,
503.19199,67.36,-25.28735,57.40681,-5.31613,0.30086,4,,,,,,
503.28799,67.37,-25.29904,57.35771,-5.30008,0.30087,4,,,,,,
503.39099,67.38,-25.31279,57.30661,-5.3452,0.30087,4,,,,,,
503.495,67.39,-25.32155,57.2515,-5.41784,0.30087,4,,,,,,
503.586,67.4,-25.33369,57.19539,-5.4798,0.30088,4,,,,,,
503.68799,67.41,-25.3437,57.13827,-5.51261,0.30088,4,,,,,,
503.79099,67.42,-25.35746,57.08316,-5.52184,0.30089,4,,,,,,
503.88599,67.43,-25.36751,57.03006,-5.51567,0.30089,4,,,,,,
503.98199,67.44,-25.37672,56.97595,-5.4902,0.3009,4,,,,,,
504.09,67.45,-25.39255,56.91683,-5.4394,0.3009,4,,,,,,
504.189,67.46,-25.40259,56.86072,-5.37423,0.30091,4,,,,,,
504.285,67.47,-25.41389,56.80962,-5.32967,0.30091,4,,,,,,
504.39001,67.48,-25.4264,56.76052,-5.34057,0.30091,4,,,,,,
504.491,67.49,-25.43852,56.71042,-5.41145,0.30092,4,,,,,,
504.58499,67.5,-25.44859,56.6533,-5.50908,0.30092,4,,,,,,
504.68799,67.51,-25.46195,56.59519,-5.58788,0.30093,4,,,,,,
504.784,67.52,-25.47201,56.53807,-5.62292,0.30093,4,,,,,,
504.892,67.53,-25.48328,56.47996,-5.61606,0.30094,4,,,,,,
504.98401,67.54,-25.49753,56.42786,-5.5834,0.30094,4,,,,,,
505.08099,67.55,-25.50634,56.36873,-5.53823,0.30094,4,,,,,,
505.186,67.56,-25.51846,56.31463,-5.49189,0.30095,4,,,,,,
505.285,67.57,-25.53144,56.25852,-5.45668,0.30095,4,,,,,,
505.38501,67.58,-25.54316,56.20741,-5.44367,0.30096,4,,,,,,
505.48001,67.59,-25.55657,56.15331,-5.45813,0.30096,4,,,,,,
505.59,67.6,-25.56743,56.09819,-5.49166,0.30096,4,,,,,,
505.67999,67.61,-25.57962,56.04308,-5.52926,0.30097,4,,,,,,
505.78101,67.62,-25.59093,55.98697,-5.55873,0.30097,4,,,,,,
505.879,67.63,-25.60101,55.93086,-5.57834,0.30098,4,,,,,,
505.98199,67.64,-25.61149,55.87475,-5.59441,0.30098,4,,,,,,
506.086,67.65,-25.62405,55.81964,-5.61075,0.30098,4,,,,,,
506.17899,67.66,-25.6354,55.76453,-5.62527,0.30099,4,,,,,,
506.28299,67.67,-25.64713,55.70641,-5.62975,0.30099,4,,,,,,
506.37701,67.68,-25.65598,55.6493,-5.62098,0.301,4,,,,,,
506.478,67.69,-25.66898,55.59218,-5.609,0.301,4,,,,,,
506.57901,67.7,-25.68073,55.53807,-5.60508,0.301,4,,,,,,
506.668,67.71,-25.6921,55.48597,-5.60751,0.30101,4,,,,,,
506.776,67.72,-25.70258,55.42485,-5.60264,0.30101,4,,,,,,
506.87601,67.73,-25.71268,55.36773,-5.58108,0.30101,4,,,,,,
506.98001,67.74,-25.72443,55.31262,-5.54842,0.30102,4,,,,,,
507.082,67.75,-25.73785,55.25951,-5.52812,0.30102,4,,,,,,
507.173,67.76,-25.74798,55.2034,-5.54539,0.30102,4,,,,,,
507.27399,67.77,-25.75933,55.1503,-5.6026,0.30103,4,,,,,,
507.37299,67.78,-25.77193,55.09619,-5.68294,0.30103,4,,,,,,
507.47,67.79,-25.78163,55.03607,-5.7631,0.30103,4,,,,,,
507.57101,67.8,-25.79215,54.97495,-5.83832,0.30104,4,,,,,,
507.672,67.81,-25.80518,54.91583,-5.9259,0.30104,4,,,,,,
507.77301,67.82,-25.81696,54.86373,-6.01967,0.30104,4,,,,,,
507.87299,67.83,-25.82874,54.80862,-6.07558,0.30105,4,,,,,,
507.97699,67.84,-25.8376,54.72745,-6.04425,0.30105,4,,,,,,
508.07001,67.85,-25.84815,54.66733,-5.91651,0.30105,4,,,,,,
508.16101,67.86,-25.8583,54.61423,-5.74576,0.30106,4,,,,,,
508.272,67.87,-25.8709,54.56012,-5.61935,0.30106,4,,,,,,
508.36801,67.88,-25.87979,54.50801,-5.59427,0.30106,4,,,,,,
508.47101,67.89,-25.88908,54.45291,-5.66295,0.30107,4,,,,,,
508.57101,67.9,-25.90129,54.39579,-5.78081,0.30107,4,,,,,,
508.67001,67.91,-25.91226,54.33767,-5.8922,0.30107,4,,,,,,
508.77301,67.92,-25.92489,54.27454,-5.94567,0.30108,4,,,,,,
508.86899,67.93,-25.93795,54.21443,-5.91504,0.30108,4,,,,,,
508.965,67.94,-25.94852,54.1513,-5.81324,0.30108,4,,,,,,
509.06799,67.95,-25.95616,54.09218,-5.69062,0.30108,4,,,,,,
509.16901,67.96,-25.96755,54.04208,-5.60867,0.30109,4,,,,,,
509.26901,67.97,-25.97771,53.98998,-5.60311,0.30109,4,,,,,,
509.367,67.98,-25.99119,53.93386,-5.66823,0.30109,4,,,,,,
509.46701,67.99,-26.00134,53.87575,-5.76485,0.3011,4,,,,,,
509.56299,68,-26.01151,53.81563,-5.84912,0.3011,4,,,,,,
509.673,68.01,-26.0204,53.75751,-5.90107,0.3011,4,,,,,,
509.76401,68.02,-26.03474,53.69539,-5.91954,0.3011,4,,,,,,
509.87299,68.03,-26.04697,53.63928,-5.9108,0.30111,4,,,,,,
509.95999,68.04,-26.05716,53.57715,-5.88329,0.30111,4,,,,,,
510.073,68.05,-26.06813,53.51904,-5.84345,0.30111,4,,,,,,
510.17099,68.06,-26.08122,53.46192,-5.79769,0.30112,4,,,,,,
510.26599,68.07,-26.08932,53.4028,-5.75874,0.30112,4,,,,,,
510.366,68.08,-26.10158,53.34469,-5.74407,0.30112,4,,,,,,
510.46201,68.09,-26.11385,53.29158,-5.75838,0.30112,4,,,,,,
510.56699,68.1,-26.12235,53.23547,-5.78328,0.30113,4,,,,,,
510.659,68.11,-26.13671,53.17435,-5.79047,0.30113,4,,,,,,
510.76501,68.12,-26.14855,53.11122,-5.76553,0.30113,4,,,,,,
510.858,68.13,-26.15459,53.05511,-5.72157,0.30113,4,,,,,,
510.957,68.14,-26.16936,53.004,-5.68919,0.30114,4,,,,,,
511.05899,68.15,-26.17747,52.94489,-5.69149,0.30114,4,,,,,,
511.15701,68.16,-26.18933,52.88878,-5.73191,0.30114,4,,,,,,
511.259,68.17,-26.20036,52.83066,-5.79458,0.30114,4,,,,,,
511.35999,68.18,-26.21264,52.77555,-5.86157,0.30114,4,,,,,,
511.45999,68.19,-26.22367,52.71242,-5.92123,0.30115,4,,,,,,
511.56,68.2,-26.23305,52.6533,-5.96378,0.30115,4,,,,,,
511.65601,68.21,-26.24243,52.59519,-5.98598,0.30115,4,,,,,,
511.759,68.22,-26.25554,52.53206,-5.98975,0.30115,4,,,,,,
511.85901,68.23,-26.267,52.47395,-5.98129,0.30116,4,,,,,,
511.94601,68.24,-26.27558,52.41282,-5.96191,0.30116,4,,,,,,
512.04199,68.25,-26.28746,52.35571,-5.93557,0.30116,4,,,,,,
512.15198,68.26,-26.2985,52.29258,-5.91564,0.30116,4,,,,,,
512.24902,68.27,-26.30665,52.23447,-5.91444,0.30116,4,,,,,,
512.34601,68.28,-26.32145,52.18136,-5.93705,0.30117,4,,,,,,
512.44702,68.29,-26.33043,52.11823,-5.97008,0.30117,4,,,,,,
512.54498,68.3,-26.33816,52.05912,-5.9891,0.30117,4,,,,,,
512.64301,68.31,-26.35173,51.99398,-5.97574,0.30117,4,,,,,,
512.745,68.32,-26.36196,51.93687,-5.93197,0.30117,4,,,,,,
512.82898,68.33,-26.37056,51.87875,-5.87523,0.30117,4,,,,,,
512.94299,68.34,-26.38369,51.81964,-5.82816,0.30118,4,,,,,,
513.04602,68.35,-26.39517,51.75952,-5.81327,0.30118,4,,,,,,
513.14203,68.36,-26.40542,51.70641,-5.83691,0.30118,4,,,,,,
513.23901,68.37,-26.41775,51.6503,-5.88515,0.30118,4,,,,,,
513.33698,68.38,-26.42675,51.58818,-5.92835,0.30118,4,,,,,,
513.43201,68.39,-26.43867,51.52505,-5.94795,0.30118,4,,,,,,
513.53003,68.4,-26.44893,51.46292,-5.95994,0.30119,4,,,,,,
513.64398,68.41,-26.45917,51.40982,-5.99429,0.30119,4,,,,,,
513.74298,68.42,-26.47275,51.35571,-6.0563,0.30119,4,,,,,,
513.83197,68.43,-26.4847,51.28757,-6.11387,0.30119,4,,,,,,
513.93298,68.44,-26.49288,51.22344,-6.12467,0.30119,4,,,,,,
514.039,68.45,-26.50688,51.16032,-6.07328,0.30119,4,,,,,,
514.14203,68.46,-26.51465,51.1022,-5.99017,0.3012,4,,,,,,
514.23999,68.47,-26.52659,51.04208,-5.92926,0.3012,4,,,,,,
514.336,68.48,-26.53728,50.98597,-5.92754,0.3012,4,,,,,,
514.43701,68.49,-26.54589,50.92986,-5.98527,0.3012,4,,,,,,
514.539,68.5,-26.55783,50.87074,-6.06562,0.3012,4,,,,,,
514.63501,68.51,-26.57061,50.80461,-6.11964,0.3012,4,,,,,,
514.737,68.52,-26.58339,50.74048,-6.1216,0.3012,4,,,,,,
514.83197,68.53,-26.5916,50.67835,-6.08119,0.3012,4,,,,,,
514.92499,68.54,-26.60398,50.62324,-6.02828,0.30121,4,,,,,,
515.03101,68.55,-26.61593,50.56112,-5.98872,0.30121,4,,,,,,
515.13,68.56,-26.62498,50.501,-5.9713,0.30121,4,,,,,,
515.22998,68.57,-26.63527,50.44188,-5.96895,0.30121,4,,,,,,
515.328,68.58,-26.64724,50.38477,-5.96898,0.30121,4,,,,,,
515.43402,68.59,-26.65795,50.32264,-5.96196,0.30121,4,,,,,,
515.52802,68.6,-26.66701,50.26152,-5.95361,0.30121,4,,,,,,
515.63,68.61,-26.67898,50.2004,-5.96998,0.30121,4,,,,,,
515.73199,68.62,-26.68887,50.14729,-6.03189,0.30121,4,,,,,,
515.83099,68.63,-26.70043,50.09118,-6.12648,0.30122,4,,,,,,
515.92999,68.64,-26.70742,50.02305,-6.20826,0.30122,4,,,,,,
516.02802,68.65,-26.71982,49.95591,-6.23101,0.30122,4,,,,,,
516.12598,68.66,-26.72972,49.89278,-6.18192,0.30122,4,,,,,,
516.22803,68.67,-26.74296,49.83367,-6.08483,0.30122,4,,,,,,
516.32501,68.68,-26.75203,49.77454,-5.97704,0.30122,4,,,,,,
516.43201,68.69,-26.76402,49.71242,-5.89339,0.30122,4,,,,,,
516.52399,68.7,-26.77103,49.65431,-5.86442,0.30122,4,,,,,,
516.62701,68.71,-26.78469,49.6022,-5.90759,0.30122,4,,,,,,
516.72699,68.72,-26.79419,49.54409,-6.01215,0.30122,4,,,,,,
516.82397,68.73,-26.80453,49.48296,-6.14185,0.30122,4,,,,,,
516.927,68.74,-26.8132,49.41683,-6.24842,0.30122,4,,,,,,
517.02197,68.75,-26.8248,49.3517,-6.31826,0.30122,4,,,,,,
517.11499,68.76,-26.8339,49.28858,-6.37598,0.30123,4,,,,,,
517.21899,68.77,-26.84341,49.22846,-6.43688,0.30123,4,,,,,,
517.323,68.78,-26.85335,49.17034,-6.50326,0.30123,4,,,,,,
517.42499,68.79,-26.86162,49.08517,-6.5453,0.30123,4,,,,,,
517.52197,68.8,-26.87364,49.04108,-6.52209,0.30123,4,,,,,,
517.62,68.81,-26.88026,48.95491,-6.42515,0.30123,4,,,,,,
517.72498,68.82,-26.89353,48.89579,-6.29117,0.30123,4,,,,,,
517.83197,68.83,-26.90098,48.83767,-6.17051,0.30123,4,,,,,,
517.91302,68.84,-26.91385,48.78056,-6.09503,0.30123,4,,,,,,
518.021,68.85,-26.92172,48.71844,-6.07551,0.30123,4,,,,,,
518.11603,68.86,-26.93292,48.65631,-6.087,0.30123,4,,,,,,
518.22601,68.87,-26.9408,48.59519,-6.1083,0.30123,4,,,,,,
518.32098,68.88,-26.95201,48.53607,-6.13941,0.30123,4,,,,,,
518.422,68.89,-26.9599,48.47394,-6.18351,0.30123,4,,,,,,
518.51501,68.9,-26.96945,48.41182,-6.24293,0.30123,4,,,,,,
518.61298,68.91,-26.97858,48.34969,-6.30587,0.30123,4,,,,,,
518.71503,68.92,-26.98897,48.28757,-6.34233,0.30123,4,,,,,,
518.81,68.93,-26.99895,48.22244,-6.32324,0.30123,4,,,,,,
518.90698,68.94,-27.00851,48.1513,-6.24586,0.30123,4,,,,,,
519.021,68.95,-27.01766,48.09118,-6.14588,0.30123,4,,,,,,
519.11298,68.96,-27.02847,48.03507,-6.07487,0.30123,4,,,,,,
519.21698,68.97,-27.03388,47.97896,-6.05868,0.30123,4,,,,,,
519.31097,68.98,-27.04553,47.91783,-6.08341,0.30123,4,,,,,,
519.40399,68.99,-27.05677,47.8497,-6.11688,0.30123,4,,,,,,
519.51202,69,-27.06676,47.79158,-6.14387,0.30123,4,,,,,,
519.60602,69.01,-27.07509,47.73146,-6.16878,0.30123,4,,,,,,
519.70898,69.02,-27.08343,47.67134,-6.19898,0.30123,4,,,,,,
519.81097,69.03,-27.09301,47.60621,-6.23231,0.30123,4,,,,,,
519.914,69.04,-27.10053,47.54308,-6.26012,0.30123,4,,,,,,
520.00403,69.05,-27.10969,47.48196,-6.27982,0.30123,4,,,,,,
520.104,69.06,-27.12095,47.41883,-6.29213,0.30123,4,,,,,,
520.21002,69.07,-27.1293,47.35571,-6.29757,0.30123,4,,,,,,
520.30798,69.08,-27.14056,47.29158,-6.29389,0.30123,4,,,,,,
520.40002,69.09,-27.14601,47.22946,-6.28943,0.30123,4,,,,,,
520.50299,69.1,-27.15769,47.16433,-6.30307,0.30123,4,,,,,,
520.61102,69.11,-27.16605,47.10521,-6.3461,0.30123,4,,,,,,
520.71198,69.12,-27.17275,47.04509,-6.40361,0.30123,4,,,,,,
520.80902,69.13,-27.18194,46.97595,-6.43502,0.30122,4,,,,,,
520.90802,69.14,-27.19114,46.91082,-6.40992,0.30122,4,,,,,,
521.00702,69.15,-27.20034,46.83667,-6.33569,0.30122,4,,,,,,
521.10699,69.16,-27.20872,46.78557,-6.26415,0.30122,4,,,,,,
521.203,69.17,-27.21792,46.72044,-6.23964,0.30122,4,,,,,,
521.29303,69.18,-27.22505,46.66833,-6.26548,0.30122,4,,,,,,
521.396,69.19,-27.2351,46.59418,-6.30896,0.30122,4,,,,,,
521.49799,69.2,-27.24473,46.53206,-6.33503,0.30122,4,,,,,,
521.59399,69.21,-27.25228,46.46894,-6.34356,0.30122,4,,,,,,
521.69598,69.22,-27.2615,46.40481,-6.3487,0.30122,4,,,,,,
521.79498,69.23,-27.26698,46.3497,-6.35691,0.30122,4,,,,,,
521.89697,69.24,-27.27829,46.27555,-6.3535,0.30122,4,,,,,,
521.99103,69.25,-27.28419,46.21543,-6.33239,0.30122,4,,,,,,
522.09198,69.26,-27.29259,46.14729,-6.30684,0.30122,4,,,,,,
522.19598,69.27,-27.30307,46.09419,-6.29892,0.30121,4,,,,,,
522.29999,69.28,-27.31023,46.02705,-6.32675,0.30121,4,,,,,,
522.396,69.29,-27.3203,45.96392,-6.38157,0.30121,4,,,,,,
522.48999,69.3,-27.33079,45.9008,-6.43801,0.30121,4,,,,,,
522.59399,69.31,-27.33588,45.83667,-6.46369,0.30121,4,,,,,,
522.69098,69.32,-27.34512,45.76854,-6.44062,0.30121,4,,,,,,
522.79102,69.33,-27.35521,45.7004,-6.38289,0.30121,4,,,,,,
522.89398,69.34,-27.3628,45.63727,-6.32916,0.30121,4,,,,,,
522.98798,69.35,-27.37205,45.58416,-6.31419,0.30121,4,,,,,,
523.09399,69.36,-27.38256,45.51904,-6.34129,0.3012,4,,,,,,
523.19202,69.37,-27.38974,45.4519,-6.38555,0.3012,4,,,,,,
523.29901,69.38,-27.3986,45.38677,-6.41744,0.3012,4,,,,,,
523.39203,69.39,-27.40578,45.32364,-6.42631,0.3012,4,,,,,,
523.492,69.4,-27.41131,45.26052,-6.4172,0.3012,4,,,,,,
523.58398,69.41,-27.41932,45.19539,-6.39408,0.3012,4,,,,,,
523.69098,69.42,-27.43027,45.12926,-6.36513,0.3012,4,,,,,,
523.78198,69.43,-27.43746,45.06613,-6.34961,0.3012,4,,,,,,
523.89502,69.44,-27.44551,45.00601,-6.36927,0.30119,4,,,,,,
523.98999,69.45,-27.45063,44.94388,-6.4257,0.30119,4,,,,,,
524.08301,69.46,-27.46032,44.87975,-6.48844,0.30119,4,,,,,,
524.18103,69.47,-27.46919,44.81162,-6.50963,0.30119,4,,,,,,
524.28699,69.48,-27.47725,44.74248,-6.45764,0.30119,4,,,,,,
524.38397,69.49,-27.48654,44.67735,-6.35359,0.30119,4,,,,,,
524.48798,69.5,-27.49335,44.61122,-6.26268,0.30118,4,,,,,,
524.58301,69.51,-27.50181,44.56112,-6.24647,0.30118,4,,,,,,
524.67603,69.52,-27.50902,44.5,-6.31595,0.30118,4,,,,,,
524.78802,69.53,-27.51378,44.43487,-6.42869,0.30118,4,,,,,,
524.883,69.54,-27.52266,44.36473,-6.52348,0.30118,4,,,,,,
524.99103,69.55,-27.5299,44.2986,-6.56591,0.30118,4,,,,,,
525.09198,69.56,-27.53631,44.23246,-6.57008,0.30117,4,,,,,,
525.185,69.57,-27.54312,44.16834,-6.56541,0.30117,4,,,,,,
525.28601,69.58,-27.55328,44.10521,-6.56628,0.30117,4,,,,,,
525.383,69.59,-27.56051,44.03707,-6.56679,0.30117,4,,,,,,
525.48499,69.6,-27.56693,43.96994,-6.55431,0.30117,4,,,,,,
525.58002,69.61,-27.57417,43.90481,-6.52607,0.30116,4,,,,,,
525.685,69.62,-27.58102,43.83968,-6.49222,0.30116,4,,,,,,
525.78601,69.63,-27.58703,43.77655,-6.46911,0.30116,4,,,,,,
525.88397,69.64,-27.59595,43.71042,-6.46261,0.30116,4,,,,,,
525.979,69.65,-27.60153,43.64929,-6.46414,0.30116,4,,,,,,
526.08301,69.66,-27.60714,43.58216,-6.45915,0.30115,4,,,,,,
526.17999,69.67,-27.61773,43.51603,-6.44238,0.30115,4,,,,,,
526.27802,69.68,-27.6225,43.4509,-6.42657,0.30115,4,,,,,,
526.37402,69.69,-27.62935,43.38978,-6.43291,0.30115,4,,,,,,
526.46399,69.7,-27.63494,43.32765,-6.47865,0.30115,4,,,,,,
526.58099,69.71,-27.64267,43.26252,-6.56092,0.30114,4,,,,,,
526.68201,69.72,-27.64912,43.19439,-6.66706,0.30114,4,,,,,,
526.77301,69.73,-27.65763,43.12725,-6.78612,0.30114,4,,,,,,
526.88202,69.74,-27.66494,43.06112,-6.8824,0.30114,4,,,,,,
526.97302,69.75,-27.67096,42.99699,-6.90968,0.30113,4,,,,,,
527.073,69.76,-27.67866,42.90982,-6.83462,0.30113,4,,,,,,
527.17297,69.77,-27.6818,42.84469,-6.67151,0.30113,4,,,,,,
527.27802,69.78,-27.68869,42.77956,-6.50769,0.30113,4,,,,,,
527.36902,69.79,-27.69514,42.71743,-6.43266,0.30112,4,,,,,,
527.47198,69.8,-27.70204,42.67635,-6.4684,0.30112,4,,,,,,
527.57001,69.81,-27.70809,42.58918,-6.56673,0.30112,4,,,,,,
527.66901,69.82,-27.71789,42.52404,-6.66453,0.30112,4,,,,,,
527.771,69.83,-27.72105,42.46092,-6.71697,0.30111,4,,,,,,
527.87097,69.84,-27.7267,42.39378,-6.71481,0.30111,4,,,,,,
527.96899,69.85,-27.73235,42.32264,-6.67356,0.30111,4,,,,,,
528.07202,69.86,-27.74217,42.25451,-6.59857,0.30111,4,,,,,,
528.17499,69.87,-27.74784,42.19038,-6.51053,0.3011,4,,,,,,
528.27197,69.88,-27.75349,42.12725,-6.44284,0.3011,4,,,,,,
528.36298,69.89,-27.75913,42.06413,-6.41646,0.3011,4,,,,,,
528.46802,69.9,-27.76398,42.001,-6.43251,0.3011,4,,,,,,
528.56403,69.91,-27.76881,41.93787,-6.47283,0.30109,4,,,,,,
528.66302,69.92,-27.77614,41.87074,-6.51453,0.30109,4,,,,,,
528.76501,69.93,-27.78016,41.80461,-6.54155,0.30109,4,,,,,,
528.867,69.94,-27.78418,41.73947,-6.55155,0.30108,4,,,,,,
528.96399,69.95,-27.79194,41.67334,-6.55244,0.30108,4,,,,,,
529.06,69.96,-27.79719,41.60921,-6.55235,0.30108,4,,,,,,
529.15601,69.97,-27.80121,41.54308,-6.55335,0.30107,4,,,,,,
529.25702,69.98,-27.80773,41.47695,-6.554,0.30107,4,,,,,,
529.36102,69.99,-27.81219,41.41182,-6.55095,0.30107,4,,,,,,
529.45203,70,-27.81661,41.34669,-6.54017,0.30107,4,,,,,,
529.55298,70.01,-27.82023,41.28056,-6.5213,0.30106,4,,,,,,
529.65198,70.02,-27.82676,41.21443,-6.5001,0.30106,4,,,,,,
529.74402,70.03,-27.83327,41.1503,-6.4876,0.30106,4,,,,,,
529.84802,70.04,-27.83566,41.08717,-6.49283,0.30105,4,,,,,,
529.95801,70.05,-27.84057,41.02304,-6.51594,0.30105,4,,,,,,
530.047,70.06,-27.84334,40.95591,-6.54756,0.30105,4,,,,,,
530.15302,70.07,-27.84824,40.89078,-6.57536,0.30104,4,,,,,,
530.24701,70.08,-27.85477,40.82465,-6.59072,0.30104,4,,,,,,
530.34698,70.09,-27.86049,40.75851,-6.59294,0.30104,4,,,,,,
530.44501,70.1,-27.86496,40.69138,-6.58792,0.30103,4,,,,,,
530.53998,70.11,-27.87026,40.62625,-6.58233,0.30103,4,,,,,,
530.63898,70.12,-27.87474,40.56212,-6.5821,0.30103,4,,,,,,
530.737,70.13,-27.8763,40.49499,-6.58968,0.30102,4,,,,,,
530.84198,70.14,-27.88247,40.42886,-6.60637,0.30102,4,,,,,,
530.93903,70.15,-27.88778,40.36272,-6.6293,0.30102,4,,,,,,
531.03497,70.16,-27.88852,40.2986,-6.64212,0.30101,4,,,,,,
531.13202,70.17,-27.89342,40.23246,-6.6168,0.30101,4,,,,,,
531.23999,70.18,-27.89836,40.15932,-6.53251,0.30101,4,,,,,,
531.33502,70.19,-27.90368,40.09318,-6.40783,0.301,4,,,,,,
531.43701,70.2,-27.90652,40.03106,-6.29738,0.301,4,,,,,,
531.539,70.21,-27.90979,39.97695,-6.26254,0.30099,4,,,,,,
531.63501,70.22,-27.91345,39.91382,-6.3381,0.30099,4,,,,,,
531.73901,70.23,-27.91548,39.8497,-6.50399,0.30099,4,,,,,,
531.83301,70.24,-27.92039,39.79058,-6.69231,0.30098,4,,,,,,
531.935,70.25,-27.922,39.71543,-6.82156,0.30098,4,,,,,,
532.03699,70.26,-27.92528,39.64128,-6.84287,0.30098,4,,,,,,
532.12701,70.27,-27.93019,39.56813,-6.75876,0.30097,4,,,,,,
532.23199,70.28,-27.93307,39.50701,-6.61755,0.30097,4,,,,,,
532.33002,70.29,-27.93468,39.44188,-6.48481,0.30096,4,,,,,,
532.43597,70.3,-27.94048,39.37775,-6.40498,0.30096,4,,,,,,
532.52899,70.31,-27.94333,39.31563,-6.39365,0.30096,4,,,,,,
532.63397,70.32,-27.94539,39.25451,-6.44559,0.30095,4,,,,,,
532.71997,70.33,-27.94738,39.18937,-6.54438,0.30095,4,,,,,,
532.82202,70.34,-27.95026,39.12324,-6.66279,0.30094,4,,,,,,
532.92603,70.35,-27.95191,39.05611,-6.7655,0.30094,4,,,,,,
533.02502,70.36,-27.9523,38.98697,-6.82312,0.30094,4,,,,,,
533.125,70.37,-27.95768,38.91482,-6.82205,0.30093,4,,,,,,
533.22998,70.38,-27.95893,38.84569,-6.77048,0.30093,4,,,,,,
533.32898,70.39,-27.9614,38.77956,-6.69243,0.30092,4,,,,,,
533.42297,70.4,-27.96344,38.71442,-6.61047,0.30092,4,,,,,,
533.52197,70.41,-27.96425,38.6493,-6.53799,0.30091,4,,,,,,
533.62201,70.42,-27.9684,38.58016,-6.48444,0.30091,4,,,,,,
533.72302,70.43,-27.96965,38.52004,-6.45761,0.30091,4,,,,,,
533.82397,70.44,-27.97297,38.45691,-6.46251,0.3009,4,,,,,,
533.91602,70.45,-27.97418,38.39178,-6.50268,0.3009,4,,,,,,
534.01801,70.46,-27.97461,38.32364,-6.57078,0.30089,4,,,,,,
534.117,70.47,-27.97918,38.26453,-6.64507,0.30089,4,,,,,,
534.21503,70.48,-27.97876,38.19338,-6.69483,0.30088,4,,,,,,
534.31201,70.49,-27.98167,38.12525,-6.69504,0.30088,4,,,,,,
534.41302,70.5,-27.98127,38.0521,-6.64646,0.30087,4,,,,,,
534.51398,70.51,-27.98212,37.98998,-6.57808,0.30087,4,,,,,,
534.61401,70.52,-27.98463,37.92785,-6.53198,0.30086,4,,,,,,
534.70801,70.53,-27.98501,37.86172,-6.53252,0.30086,4,,,,,,
534.80701,70.54,-27.98669,37.79759,-6.56846,0.30086,4,,,,,,
534.90503,70.55,-27.98713,37.73447,-6.60294,0.30085,4,,,,,,
535.00201,70.56,-27.98882,37.66132,-6.60502,0.30085,4,,,,,,
535.10498,70.57,-27.98843,37.59519,-6.57447,0.30084,4,,,,,,
